,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
40691,1654777040,25.06,51.09,1205,426,12869,19436,938.79,2.08,2.17,14.35,2.237,0.051,15697,1
40693,1654777042,24.95,51.66,1220,430,12870,19423,938.809,2.18,2.26,14.98,2.336,0.053,15699,1
40695,1654777044,24.86,52.17,1207,419,12874,19433,938.812,2.16,2.24,14.86,2.317,0.052,15701,1
40697,1654777046,24.76,52.48,1210,427,12872,19432,938.81,2.12,2.2,14.58,2.274,0.051,15703,1
40699,1654777048,24.72,52.7,1210,433,12865,19428,938.804,2.04,2.12,14.04,2.189,0.049,15705,1
40701,1654777050,24.64,52.9,1191,426,12865,19433,938.792,1.95,2.02,13.41,2.092,0.047,15707,1
40703,1654777052,24.61,53.06,1184,425,12871,19435,938.798,1.89,1.96,13.0,2.027,0.046,15709,1
40705,1654777054,24.57,53.22,1176,426,12867,19432,938.795,1.89,1.97,13.02,2.03,0.046,15711,1
40707,1654777056,24.52,53.32,1155,423,12868,19440,938.779,1.86,1.93,12.77,1.992,0.045,15713,1
40709,1654777058,24.52,53.42,1151,417,12872,19451,938.795,1.81,1.88,12.45,1.942,0.044,15715,1
40711,1654777060,24.48,53.53,1201,431,12863,19427,938.802,1.82,1.89,12.5,1.949,0.044,15717,1
40713,1654777062,24.47,53.61,1186,429,12867,19431,938.804,1.81,1.88,12.44,1.94,0.044,15719,1
40715,1654777064,25.68,53.68,1105,409,12886,19445,938.803,1.89,1.96,13.0,2.028,0.046,15721,1
40717,1654777066,26.22,51.96,1130,400,12889,19457,938.795,1.98,2.06,13.62,2.124,0.048,15723,1
40719,1654777068,26.41,50.45,1111,401,12883,19440,938.795,1.99,2.06,13.67,2.131,0.048,15725,1
40721,1654777070,26.57,49.48,1140,411,12888,19453,938.798,1.99,2.07,13.73,2.14,0.048,15727,1
40723,1654777072,26.67,48.85,1140,403,12881,19448,938.801,1.94,2.01,13.33,2.079,0.047,15729,1
40725,1654777074,26.74,48.43,1170,416,12875,19435,938.791,1.9,1.98,13.1,2.043,0.046,15731,1
40727,1654777076,26.84,48.13,1180,422,12879,19434,938.788,1.85,1.93,12.76,1.989,0.045,15733,1
40729,1654777078,26.88,47.93,1164,408,12885,19447,938.786,1.81,1.88,12.45,1.942,0.044,15735,1
40731,1654777080,26.94,47.75,1166,413,12884,19445,938.798,1.86,1.93,12.78,1.993,0.045,15737,1
40733,1654777082,26.98,47.6,1138,418,12877,19436,938.793,1.83,1.9,12.62,1.968,0.044,15739,1
40735,1654777084,27.04,47.49,1168,418,12874,19438,938.81,1.79,1.86,12.33,1.922,0.043,15741,1
40737,1654777086,27.04,47.36,1140,415,12877,19440,938.805,1.74,1.81,12.0,1.871,0.042,15743,1
40739,1654777088,27.06,47.3,1180,418,12877,19439,938.795,1.71,1.78,11.76,1.834,0.041,15745,1
40741,1654777090,27.12,47.22,1172,413,12876,19440,938.804,1.68,1.75,11.59,1.807,0.041,15747,1
40743,1654777092,27.15,47.11,1199,431,12870,19436,938.807,1.7,1.76,11.68,1.821,0.041,15749,1
40745,1654777094,25.98,47.07,1277,449,12863,19423,938.805,1.7,1.77,11.73,1.83,0.041,15751,1
40747,1654777096,25.4,48.69,1233,447,12866,19428,938.805,1.69,1.76,11.65,1.817,0.041,15753,1
40749,1654777098,25.14,50.1,1220,436,12870,19427,938.804,1.7,1.77,11.69,1.824,0.041,15755,1
40751,1654777100,25.03,51.08,1143,420,12872,19434,938.786,1.69,1.75,11.62,1.812,0.041,15757,1
40753,1654777102,24.93,51.72,1174,422,12872,19431,938.788,1.74,1.8,11.95,1.864,0.042,15759,1
40755,1654777104,24.85,52.14,1153,420,12874,19440,938.801,1.85,1.92,12.74,1.986,0.045,15761,1
40757,1654777106,24.76,52.45,1141,414,12880,19445,938.792,1.92,1.99,13.19,2.057,0.046,15763,1
40759,1654777108,24.72,52.73,1136,410,12883,19442,938.808,1.95,2.03,13.42,2.093,0.047,15765,1
40761,1654777110,24.66,52.89,1189,420,12874,19436,938.818,1.97,2.05,13.57,2.117,0.048,15767,1
40763,1654777112,24.64,53.08,1164,402,12880,19444,938.812,2.02,2.1,13.91,2.169,0.049,15769,1
40765,1654777114,24.58,53.19,1159,418,12876,19442,938.814,2.0,2.08,13.76,2.146,0.048,15771,1
40767,1654777116,24.55,53.35,1147,414,12876,19437,938.817,1.97,2.05,13.55,2.113,0.048,15773,1
40769,1654777118,24.54,53.43,1159,412,12875,19438,938.811,1.89,1.97,13.02,2.031,0.046,15775,1
40771,1654777120,24.49,53.52,1172,416,12878,19445,938.799,1.91,1.98,13.12,2.047,0.046,15777,1
40773,1654777122,24.45,53.58,1157,419,12875,19433,938.805,2.0,2.08,13.78,2.149,0.049,15779,1
40775,1654777124,25.67,53.66,1138,400,12890,19455,938.807,2.03,2.11,13.98,2.181,0.049,15781,1
40777,1654777126,26.22,51.94,1076,400,12890,19454,938.806,2.02,2.1,13.9,2.168,0.049,15783,1
40779,1654777128,26.41,50.44,1120,410,12883,19460,938.808,1.99,2.07,13.73,2.141,0.048,15785,1
40781,1654777130,26.56,49.52,1092,403,12886,19461,938.804,1.93,2.01,13.3,2.074,0.047,15787,1
40783,1654777132,26.67,48.83,1117,401,12882,19452,938.806,1.92,2.0,13.24,2.065,0.047,15789,1
40785,1654777134,26.77,48.43,1109,400,12885,19453,938.801,2.0,2.08,13.77,2.147,0.048,15791,1
40787,1654777136,26.83,48.16,1111,408,12882,19451,938.805,2.03,2.11,13.99,2.182,0.049,15793,1
40789,1654777138,26.9,47.93,1128,404,12884,19453,938.807,2.0,2.07,13.73,2.141,0.048,15795,1
40791,1654777140,26.94,47.72,1134,405,12877,19441,938.803,1.91,1.99,13.15,2.051,0.046,15797,1
40793,1654777142,26.98,47.58,1151,400,12884,19453,938.809,1.8,1.87,12.37,1.929,0.044,15799,1
40795,1654777144,27.02,47.5,1163,409,12886,19437,938.812,1.77,1.84,12.21,1.905,0.043,15801,1
40797,1654777146,27.05,47.39,1117,408,12889,19454,938.809,1.73,1.79,11.89,1.854,0.042,15803,1
40799,1654777148,27.11,47.28,1140,408,12879,19447,938.807,1.68,1.75,11.56,1.803,0.041,15805,1
40801,1654777150,27.14,47.2,1145,415,12877,19443,938.801,1.68,1.75,11.57,1.804,0.041,15807,1
40803,1654777152,27.14,47.11,1166,417,12878,19434,938.818,1.7,1.77,11.73,1.829,0.041,15809,1
40805,1654777154,25.99,47.08,1203,436,12865,19425,938.816,1.67,1.74,11.51,1.795,0.041,15811,1
40807,1654777156,25.4,48.67,1212,429,12864,19428,938.825,1.65,1.72,11.37,1.773,0.04,15813,1
40809,1654777158,25.17,50.13,1197,435,12870,19431,938.821,1.63,1.69,11.22,1.75,0.04,15815,1
40811,1654777160,25.06,51.03,1168,420,12875,19445,938.819,1.57,1.63,10.83,1.688,0.038,15817,1
40813,1654777162,24.96,51.67,1153,409,12880,19442,938.823,1.57,1.63,10.8,1.684,0.038,15819,1
40815,1654777164,24.86,52.18,1164,417,12875,19443,938.822,1.56,1.62,10.72,1.672,0.038,15821,1
40817,1654777166,24.78,52.49,1161,427,12879,19442,938.813,1.54,1.6,10.59,1.652,0.037,15823,1
40819,1654777168,24.73,52.73,1180,420,12872,19439,938.811,1.55,1.61,10.66,1.662,0.038,15825,1
40821,1654777170,24.66,52.89,1176,417,12879,19450,938.814,1.61,1.67,11.07,1.726,0.039,15827,1
40823,1654777172,24.62,53.02,1157,415,12878,19442,938.819,1.69,1.76,11.65,1.817,0.041,15829,1
40825,1654777174,24.59,53.21,1132,413,12872,19439,938.808,1.73,1.8,11.93,1.861,0.042,15831,1
40827,1654777176,24.57,53.32,1159,416,12879,19442,938.81,1.73,1.8,11.9,1.855,0.042,15833,1
40829,1654777178,24.54,53.4,1124,406,12880,19448,938.8,1.77,1.84,12.18,1.899,0.043,15835,1
40831,1654777180,24.49,53.51,1136,415,12878,19439,938.814,1.8,1.87,12.38,1.931,0.044,15837,1
40833,1654777182,24.45,53.56,1189,411,12877,19437,938.809,1.85,1.92,12.72,1.984,0.045,15839,1
40835,1654777184,25.68,53.64,1099,400,12892,19464,938.816,1.82,1.89,12.54,1.956,0.044,15841,1
40837,1654777186,26.2,51.95,1138,400,12888,19452,938.817,1.8,1.87,12.38,1.931,0.044,15843,1
40839,1654777188,26.43,50.44,1090,400,12889,19455,938.798,1.81,1.88,12.49,1.947,0.044,15845,1
40841,1654777190,26.56,49.49,1136,400,12881,19451,938.799,1.78,1.85,12.26,1.911,0.043,15847,1
40843,1654777192,26.67,48.84,1153,413,12887,19449,938.785,1.79,1.85,12.29,1.916,0.043,15849,1
40845,1654777194,26.72,48.48,1136,408,12876,19451,938.796,1.78,1.85,12.27,1.914,0.043,15851,1
40847,1654777196,26.8,48.21,1159,410,12878,19442,938.798,1.74,1.81,11.98,1.868,0.042,15853,1
40849,1654777198,26.88,47.97,1141,402,12882,19442,938.799,1.64,1.71,11.32,1.765,0.04,15855,1
40851,1654777200,26.92,47.75,1170,419,12877,19438,938.791,1.55,1.61,10.65,1.661,0.038,15857,1
40853,1654777202,26.98,47.62,1163,415,12884,19452,938.785,1.53,1.59,10.51,1.638,0.037,15859,1
40855,1654777204,27.01,47.52,1155,413,12878,19434,938.805,1.52,1.58,10.44,1.629,0.037,15861,1
40857,1654777206,27.06,47.37,1141,406,12877,19432,938.791,1.51,1.57,10.37,1.618,0.037,15863,1
40859,1654777208,27.09,47.32,1163,414,12877,19437,938.788,1.5,1.56,10.35,1.613,0.036,15865,1
40861,1654777210,27.09,47.26,1147,410,12886,19446,938.8,1.54,1.6,10.6,1.653,0.037,15867,1
40863,1654777212,27.12,47.19,1097,404,12876,19447,938.787,1.6,1.66,11.01,1.717,0.039,15869,1
40865,1654777214,25.96,47.12,1203,438,12863,19426,938.8,1.65,1.71,11.36,1.772,0.04,15871,1
40867,1654777216,25.38,48.72,1178,428,12868,19432,938.789,1.67,1.74,11.53,1.797,0.041,15873,1
40869,1654777218,25.16,50.13,1168,431,12873,19440,938.792,1.77,1.84,12.2,1.902,0.043,15875,1
40871,1654777220,25.03,51.04,1191,426,12868,19436,938.794,1.82,1.9,12.55,1.958,0.044,15877,1
40873,1654777222,24.93,51.71,1138,419,12873,19442,938.804,1.83,1.9,12.56,1.959,0.044,15879,1
40875,1654777224,24.85,52.14,1164,405,12881,19438,938.796,1.83,1.91,12.63,1.969,0.044,15881,1
40877,1654777226,24.78,52.48,1138,413,12877,19441,938.799,1.88,1.95,12.94,2.018,0.046,15883,1
40879,1654777228,24.71,52.71,1178,412,12871,19438,938.793,1.92,2.0,13.25,2.066,0.047,15885,1
40881,1654777230,24.65,52.91,1159,418,12875,19442,938.797,1.94,2.01,13.32,2.077,0.047,15887,1
40883,1654777232,24.61,53.09,1191,414,12877,19437,938.79,1.99,2.07,13.7,2.137,0.048,15889,1
40885,1654777234,24.59,53.23,1163,417,12878,19438,938.787,2.09,2.18,14.41,2.247,0.051,15891,1
40887,1654777236,24.54,53.34,1151,411,12881,19440,938.793,2.09,2.18,14.41,2.247,0.051,15893,1
40889,1654777238,24.51,53.43,1163,420,12878,19445,938.803,2.1,2.18,14.46,2.254,0.051,15895,1
40891,1654777240,24.51,53.52,1153,408,12877,19444,938.794,2.07,2.15,14.23,2.22,0.05,15897,1
40893,1654777242,24.44,53.61,1157,420,12872,19433,938.79,2.08,2.16,14.31,2.231,0.05,15899,1
40895,1654777244,25.67,53.7,1084,400,12892,19461,938.8,2.15,2.23,14.79,2.307,0.052,15901,1
40897,1654777246,26.2,51.98,1092,400,12892,19460,938.786,2.18,2.26,14.98,2.335,0.053,15903,1
40899,1654777248,26.41,50.5,1103,400,12885,19454,938.782,2.13,2.22,14.69,2.29,0.052,15905,1
40901,1654777250,26.56,49.49,1099,404,12882,19455,938.785,2.05,2.13,14.09,2.197,0.05,15907,1
40903,1654777252,26.65,48.88,1126,400,12881,19449,938.775,1.98,2.06,13.65,2.129,0.048,15909,1
40905,1654777254,26.74,48.48,1136,401,12884,19445,938.779,1.91,1.99,13.17,2.053,0.046,15911,1
40907,1654777256,26.81,48.16,1170,400,12881,19440,938.769,1.85,1.92,12.74,1.987,0.045,15913,1
40909,1654777258,26.87,47.97,1149,415,12881,19433,938.765,1.77,1.84,12.17,1.897,0.043,15915,1
40911,1654777260,26.91,47.74,1153,406,12879,19438,938.774,1.73,1.8,11.91,1.857,0.042,15917,1
40913,1654777262,26.96,47.62,1126,400,12887,19449,938.764,1.68,1.74,11.54,1.8,0.041,15919,1
40915,1654777264,27.01,47.54,1143,406,12881,19438,938.766,1.67,1.73,11.49,1.792,0.04,15921,1
40917,1654777266,27.02,47.42,1136,405,12883,19448,938.746,1.68,1.75,11.58,1.806,0.041,15923,1
40919,1654777268,27.04,47.32,1163,417,12877,19441,938.75,1.69,1.76,11.65,1.817,0.041,15925,1
40921,1654777270,27.09,47.32,1153,418,12877,19440,938.761,1.75,1.82,12.07,1.883,0.043,15927,1
40923,1654777272,27.09,47.22,1115,408,12885,19451,938.755,1.76,1.83,12.14,1.894,0.043,15929,1
40925,1654777274,25.95,47.22,1224,433,12867,19431,938.752,1.75,1.82,12.03,1.877,0.042,15931,1
40927,1654777276,25.37,48.78,1237,440,12861,19426,938.76,1.75,1.82,12.06,1.88,0.042,15933,1
40929,1654777278,25.16,50.2,1180,430,12872,19438,938.763,1.75,1.82,12.04,1.878,0.042,15935,1
40931,1654777280,25.0,51.15,1187,425,12871,19430,938.772,1.83,1.9,12.58,1.962,0.044,15937,1
40933,1654777282,24.92,51.79,1178,422,12873,19438,938.762,1.91,1.98,13.13,2.047,0.046,15939,1
40935,1654777284,24.8,52.26,1161,426,12874,19435,938.759,1.91,1.99,13.18,2.055,0.046,15941,1
40937,1654777286,24.76,52.54,1118,403,12880,19443,938.774,1.91,1.99,13.17,2.053,0.046,15943,1
40939,1654777288,24.71,52.82,1143,406,12879,19440,938.769,1.92,2.0,13.23,2.062,0.047,15945,1
40941,1654777290,24.65,52.99,1155,415,12880,19437,938.768,1.86,1.93,12.82,1.999,0.045,15947,1
40943,1654777292,24.61,53.16,1136,409,12879,19445,938.776,1.8,1.87,12.4,1.933,0.044,15949,1
40945,1654777294,24.58,53.29,1118,410,12882,19447,938.777,1.76,1.82,12.09,1.885,0.043,15951,1
40947,1654777296,24.52,53.39,1136,405,12883,19446,938.789,1.77,1.83,12.15,1.894,0.043,15953,1
40949,1654777298,24.48,53.49,1145,417,12874,19443,938.784,1.73,1.79,11.88,1.853,0.042,15955,1
40951,1654777300,24.48,53.57,1132,407,12873,19449,938.791,1.72,1.79,11.86,1.849,0.042,15957,1
40953,1654777302,24.44,53.64,1147,409,12881,19447,938.797,1.72,1.79,11.83,1.844,0.042,15959,1
40955,1654777304,25.64,53.74,1097,400,12887,19448,938.787,1.74,1.81,12.0,1.871,0.042,15961,1
40957,1654777306,26.18,52.01,1076,400,12893,19461,938.787,1.75,1.82,12.03,1.876,0.042,15963,1
40959,1654777308,26.39,50.52,1118,400,12886,19452,938.796,1.76,1.83,12.1,1.887,0.043,15965,1
40961,1654777310,26.57,49.55,1115,400,12889,19451,938.79,1.75,1.82,12.02,1.875,0.042,15967,1
40963,1654777312,26.64,48.91,1120,409,12879,19451,938.797,1.72,1.79,11.86,1.85,0.042,15969,1
40965,1654777314,26.72,48.49,1099,403,12888,19448,938.787,1.68,1.75,11.57,1.804,0.041,15971,1
40967,1654777316,26.81,48.2,1107,400,12890,19456,938.775,1.61,1.67,11.08,1.727,0.039,15973,1
40969,1654777318,26.85,47.97,1101,400,12888,19450,938.779,1.55,1.61,10.64,1.66,0.037,15975,1
40971,1654777320,26.9,47.8,1113,400,12886,19451,938.783,1.5,1.56,10.33,1.611,0.036,15977,1
40973,1654777322,26.94,47.67,1140,404,12881,19440,938.784,1.46,1.52,10.08,1.572,0.036,15979,1
40975,1654777324,26.98,47.57,1145,408,12887,19451,938.793,1.5,1.56,10.32,1.61,0.036,15981,1
40977,1654777326,27.01,47.44,1109,400,12885,19458,938.803,1.48,1.54,10.22,1.593,0.036,15983,1
40979,1654777328,27.04,47.37,1103,408,12879,19450,938.794,1.41,1.47,9.72,1.516,0.034,15985,1
40981,1654777330,27.06,47.25,1117,409,12879,19449,938.791,1.37,1.42,9.41,1.468,0.033,15987,1
40983,1654777332,27.09,47.2,1136,402,12880,19452,938.791,1.36,1.42,9.39,1.464,0.033,15989,1
40985,1654777334,25.96,47.16,1184,437,12868,19423,938.793,1.42,1.48,9.8,1.529,0.035,15991,1
40987,1654777336,25.35,48.76,1228,436,12863,19420,938.788,1.46,1.51,10.02,1.563,0.035,15993,1
40989,1654777338,25.17,50.18,1199,422,12877,19430,938.78,1.5,1.55,10.29,1.605,0.036,15995,1
40991,1654777340,25.02,51.16,1159,417,12877,19441,938.765,1.55,1.61,10.66,1.663,0.038,15997,1
40993,1654777342,24.92,51.79,1153,411,12881,19446,938.775,1.57,1.64,10.84,1.69,0.038,15999,1
40995,1654777344,24.86,52.26,1159,411,12879,19435,938.766,1.62,1.69,11.17,1.742,0.039,16001,1
40997,1654777346,24.75,52.57,1140,402,12882,19447,938.772,1.73,1.8,11.91,1.857,0.042,16003,1
40999,1654777348,24.69,52.81,1111,405,12881,19445,938.765,1.83,1.9,12.57,1.96,0.044,16005,1
41001,1654777350,24.65,52.97,1126,402,12883,19446,938.768,1.89,1.97,13.03,2.032,0.046,16007,1
41003,1654777352,24.61,53.12,1136,410,12881,19444,938.773,1.91,1.98,13.12,2.046,0.046,16009,1
41005,1654777354,24.59,53.27,1105,410,12878,19453,938.774,1.95,2.03,13.43,2.094,0.047,16011,1
41007,1654777356,24.52,53.37,1132,406,12883,19451,938.782,2.1,2.18,14.44,2.252,0.051,16013,1
41009,1654777358,24.51,53.46,1096,408,12877,19444,938.786,2.23,2.31,15.32,2.39,0.054,16015,1
41011,1654777360,24.47,53.54,1090,404,12883,19455,938.773,2.22,2.31,15.29,2.385,0.054,16017,1
41013,1654777362,24.43,53.62,1149,413,12877,19442,938.771,2.16,2.24,14.85,2.316,0.052,16019,1
41015,1654777364,25.64,53.73,1086,400,12895,19464,938.776,2.12,2.2,14.58,2.274,0.051,16021,1
41017,1654777366,26.2,52.02,1082,400,12891,19455,938.789,2.03,2.11,13.97,2.179,0.049,16023,1
41019,1654777368,26.41,50.51,1105,400,12888,19451,938.799,1.98,2.06,13.64,2.127,0.048,16025,1
41021,1654777370,26.56,49.51,1107,406,12883,19455,938.8,1.98,2.06,13.62,2.124,0.048,16027,1
41023,1654777372,26.65,48.88,1166,407,12885,19445,938.794,1.95,2.03,13.43,2.094,0.047,16029,1
41025,1654777374,26.74,48.45,1157,404,12882,19444,938.784,1.89,1.96,12.99,2.025,0.046,16031,1
41027,1654777376,26.83,48.21,1115,403,12891,19446,938.772,1.82,1.89,12.52,1.952,0.044,16033,1
41029,1654777378,26.87,47.96,1120,400,12886,19444,938.777,1.79,1.86,12.31,1.92,0.043,16035,1
41031,1654777380,26.94,47.75,1130,400,12884,19448,938.788,1.78,1.85,12.22,1.906,0.043,16037,1
41033,1654777382,26.98,47.62,1159,411,12885,19446,938.792,1.71,1.77,11.74,1.83,0.041,16039,1
41035,1654777384,27.02,47.46,1159,410,12882,19441,938.805,1.65,1.72,11.37,1.773,0.04,16041,1
41037,1654777386,27.04,47.38,1143,408,12881,19445,938.808,1.64,1.71,11.31,1.763,0.04,16043,1
41039,1654777388,27.08,47.28,1143,406,12881,19447,938.806,1.59,1.65,10.92,1.702,0.038,16045,1
41041,1654777390,27.12,47.24,1126,403,12877,19449,938.79,1.58,1.64,10.87,1.695,0.038,16047,1
41043,1654777392,27.15,47.21,1138,406,12876,19438,938.788,1.57,1.63,10.79,1.682,0.038,16049,1
41045,1654777394,25.99,47.12,1201,432,12873,19424,938.777,1.55,1.61,10.69,1.666,0.038,16051,1
41047,1654777396,25.38,48.68,1212,437,12867,19416,938.791,1.59,1.65,10.93,1.704,0.038,16053,1
41049,1654777398,25.19,50.1,1178,420,12874,19424,938.792,1.59,1.65,10.92,1.703,0.038,16055,1
41051,1654777400,25.03,51.08,1164,413,12875,19435,938.788,1.64,1.71,11.32,1.765,0.04,16057,1
41053,1654777402,24.92,51.73,1172,413,12879,19443,938.789,1.7,1.77,11.71,1.826,0.041,16059,1
41055,1654777404,24.85,52.19,1208,432,12870,19423,938.8,1.76,1.83,12.09,1.886,0.043,16061,1
41057,1654777406,24.75,52.52,1182,410,12878,19441,938.791,1.75,1.82,12.04,1.878,0.042,16063,1
41059,1654777408,24.72,52.76,1163,413,12880,19438,938.781,1.73,1.8,11.93,1.861,0.042,16065,1
41061,1654777410,24.68,52.93,1132,404,12883,19444,938.779,1.81,1.88,12.46,1.943,0.044,16067,1
41063,1654777412,24.62,53.12,1184,420,12882,19439,938.764,1.89,1.96,13.01,2.028,0.046,16069,1
41065,1654777414,24.55,53.27,1141,408,12878,19432,938.775,1.96,2.03,13.47,2.101,0.047,16071,1
41067,1654777416,24.55,53.37,1182,406,12881,19433,938.772,2.02,2.09,13.87,2.163,0.049,16073,1
41069,1654777418,24.51,53.47,1176,422,12874,19429,938.775,2.01,2.09,13.83,2.156,0.049,16075,1
41071,1654777420,24.47,53.55,1189,408,12884,19439,938.786,2.05,2.13,14.13,2.204,0.05,16077,1
41073,1654777422,24.45,53.63,1216,418,12878,19430,938.78,2.05,2.13,14.13,2.203,0.05,16079,1
41075,1654777424,25.67,53.74,1132,400,12890,19455,938.784,1.99,2.06,13.67,2.132,0.048,16081,1
41077,1654777426,26.2,52.04,1115,400,12891,19450,938.772,1.94,2.02,13.38,2.087,0.047,16083,1
41079,1654777428,26.41,50.5,1128,403,12886,19444,938.788,1.95,2.03,13.43,2.094,0.047,16085,1
41081,1654777430,26.56,49.57,1149,401,12885,19443,938.773,1.97,2.05,13.56,2.114,0.048,16087,1
41083,1654777432,26.65,48.91,1163,404,12879,19437,938.757,2.06,2.14,14.17,2.21,0.05,16089,1
41085,1654777434,26.72,48.51,1140,407,12887,19445,938.759,2.14,2.22,14.71,2.294,0.052,16091,1
41087,1654777436,26.81,48.24,1138,400,12883,19443,938.745,2.13,2.21,14.65,2.285,0.052,16093,1
41089,1654777438,26.88,47.97,1178,406,12880,19437,938.751,2.1,2.18,14.47,2.257,0.051,16095,1
41091,1654777440,26.92,47.82,1143,400,12886,19442,938.751,2.02,2.1,13.93,2.173,0.049,16097,1
41093,1654777442,26.99,47.65,1128,400,12884,19446,938.742,1.91,1.99,13.18,2.054,0.046,16099,1
41095,1654777444,27.02,47.55,1159,400,12885,19443,938.743,1.9,1.98,13.1,2.043,0.046,16101,1
41097,1654777446,27.05,47.45,1134,409,12883,19442,938.761,1.9,1.97,13.06,2.037,0.046,16103,1
41099,1654777448,27.08,47.35,1151,400,12884,19446,938.754,1.89,1.96,13.02,2.03,0.046,16105,1
41101,1654777450,27.09,47.27,1184,405,12877,19426,938.766,1.92,1.99,13.21,2.06,0.047,16107,1
41103,1654777452,27.14,47.24,1178,415,12879,19434,938.764,1.89,1.97,13.03,2.031,0.046,16109,1
41105,1654777454,25.98,47.2,1212,426,12867,19424,938.76,1.85,1.92,12.72,1.984,0.045,16111,1
41107,1654777456,25.37,48.71,1208,427,12871,19423,938.754,1.8,1.87,12.41,1.935,0.044,16113,1
41109,1654777458,25.17,50.18,1187,424,12871,19421,938.753,1.81,1.88,12.46,1.942,0.044,16115,1
41111,1654777460,25.02,51.1,1218,426,12868,19432,938.756,1.86,1.93,12.8,1.996,0.045,16117,1
41113,1654777462,24.9,51.75,1138,408,12876,19437,938.765,1.93,2.0,13.26,2.068,0.047,16119,1
41115,1654777464,24.79,52.18,1191,414,12873,19430,938.767,1.9,1.97,13.06,2.037,0.046,16121,1
41117,1654777466,24.73,52.69,1159,400,12879,19435,938.762,1.78,1.85,12.27,1.913,0.043,16123,1
41119,1654777468,24.68,52.88,1205,409,12875,19436,938.774,1.75,1.82,12.07,1.883,0.043,16125,1
41121,1654777470,24.62,53.06,1207,420,12876,19424,938.787,1.73,1.8,11.93,1.861,0.042,16127,1
41123,1654777472,24.59,53.22,1153,408,12878,19437,938.757,1.72,1.79,11.84,1.846,0.042,16129,1
41125,1654777474,24.54,53.34,1195,416,12877,19430,938.766,1.73,1.8,11.91,1.857,0.042,16131,1
41127,1654777476,24.51,53.44,1228,412,12879,19430,938.766,1.74,1.81,11.98,1.868,0.042,16133,1
41129,1654777478,24.47,53.55,1212,415,12882,19431,938.779,1.76,1.83,12.12,1.89,0.043,16135,1
41131,1654777480,24.48,53.63,1193,406,12879,19434,938.773,1.81,1.88,12.45,1.941,0.044,16137,1
41133,1654777482,24.44,53.73,1182,413,12884,19433,938.765,1.85,1.92,12.74,1.986,0.045,16139,1
41135,1654777484,25.67,53.76,1092,400,12889,19455,938.76,1.85,1.92,12.7,1.981,0.045,16141,1
41137,1654777486,26.19,52.1,1111,400,12893,19444,938.767,1.81,1.88,12.48,1.946,0.044,16143,1
41139,1654777488,26.4,50.57,1151,400,12890,19449,938.767,1.8,1.87,12.36,1.927,0.044,16145,1
41141,1654777490,26.54,49.59,1164,400,12880,19430,938.768,1.76,1.83,12.11,1.888,0.043,16147,1
41143,1654777492,26.65,48.96,1138,406,12880,19434,938.772,1.71,1.78,11.76,1.834,0.041,16149,1
41145,1654777494,26.72,48.5,1195,409,12876,19435,938.788,1.66,1.73,11.44,1.783,0.04,16151,1
41147,1654777496,26.81,48.23,1164,407,12877,19443,938.784,1.61,1.67,11.08,1.728,0.039,16153,1
41149,1654777498,26.85,47.99,1155,409,12879,19446,938.784,1.62,1.68,11.13,1.735,0.039,16155,1
41151,1654777500,26.92,47.86,1174,417,12878,19434,938.786,1.62,1.68,11.12,1.734,0.039,16157,1
41153,1654777502,26.96,47.68,1207,415,12873,19428,938.776,1.66,1.73,11.45,1.785,0.04,16159,1
41155,1654777504,26.99,47.56,1197,415,12882,19431,938.771,1.67,1.74,11.52,1.796,0.041,16161,1
41157,1654777506,27.04,47.44,1191,413,12878,19430,938.777,1.65,1.72,11.38,1.774,0.04,16163,1
41159,1654777508,27.08,47.34,1170,405,12883,19433,938.772,1.7,1.76,11.68,1.821,0.041,16165,1
41161,1654777510,27.12,47.24,1214,403,12880,19438,938.771,1.74,1.81,11.99,1.869,0.042,16167,1
41163,1654777512,27.12,47.19,1166,406,12878,19426,938.782,1.76,1.83,12.12,1.89,0.043,16169,1
41165,1654777514,25.96,47.1,1253,430,12867,19413,938.776,1.77,1.84,12.18,1.9,0.043,16171,1
41167,1654777516,25.4,48.72,1254,442,12863,19410,938.77,1.84,1.92,12.69,1.978,0.045,16173,1
41169,1654777518,25.16,50.19,1233,431,12872,19416,938.77,1.91,1.98,13.12,2.047,0.046,16175,1
41171,1654777520,25.03,51.11,1208,415,12875,19425,938.771,1.92,2.0,13.22,2.061,0.047,16177,1
41173,1654777522,24.92,51.78,1218,417,12875,19435,938.776,1.93,2.01,13.31,2.075,0.047,16179,1
41175,1654777524,24.85,52.2,1210,408,12876,19427,938.784,1.95,2.02,13.41,2.092,0.047,16181,1
41177,1654777526,24.79,52.52,1207,409,12877,19437,938.782,1.97,2.04,13.54,2.111,0.048,16183,1
41179,1654777528,24.71,52.77,1172,400,12883,19441,938.778,1.95,2.03,13.42,2.092,0.047,16185,1
41181,1654777530,24.68,52.96,1197,410,12876,19431,938.768,1.95,2.03,13.42,2.092,0.047,16187,1
41183,1654777532,24.61,53.12,1174,406,12882,19437,938.766,1.89,1.97,13.04,2.034,0.046,16189,1
41185,1654777534,24.59,53.26,1153,406,12874,19437,938.776,1.92,1.99,13.2,2.058,0.046,16191,1
