,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
25810,1654762159,15.06,51.69,7,400,12974,19903,939.798,0.14,0.15,0.99,0.154,0.003,816,0
25812,1654762161,15.11,51.33,0,400,12975,19910,939.799,0.13,0.13,0.88,0.137,0.003,818,0
25814,1654762163,15.17,51.08,0,400,12981,19922,939.791,0.11,0.11,0.76,0.118,0.003,820,0
25816,1654762165,15.21,50.84,0,400,12977,19909,939.791,0.09,0.1,0.64,0.099,0.002,822,0
25818,1654762167,15.27,50.62,8,400,12972,19902,939.778,0.08,0.09,0.58,0.09,0.002,824,0
25820,1654762169,15.31,50.48,7,400,12979,19911,939.783,0.1,0.11,0.7,0.109,0.002,826,0
25822,1654762171,15.37,50.26,7,400,12981,19907,939.764,0.1,0.11,0.71,0.11,0.002,828,0
25824,1654762173,15.39,50.18,7,400,12975,19906,939.783,0.11,0.12,0.77,0.12,0.003,830,0
25826,1654762175,13.72,50.3,34,400,12960,19882,939.786,0.13,0.13,0.88,0.136,0.003,832,0
25828,1654762177,13.39,51.51,27,400,12961,19881,939.793,0.14,0.15,0.99,0.154,0.003,834,0
25830,1654762179,13.24,52.67,26,400,12965,19885,939.775,0.16,0.17,1.1,0.172,0.004,836,0
25832,1654762181,13.11,53.67,28,400,12968,19892,939.774,0.18,0.18,1.2,0.188,0.004,838,0
25834,1654762183,13.04,54.51,16,400,12969,19900,939.767,0.17,0.18,1.17,0.183,0.004,840,0
25836,1654762185,12.94,55.13,20,400,12966,19889,939.778,0.17,0.18,1.17,0.182,0.004,842,0
25838,1654762187,12.87,55.6,10,400,12975,19904,939.796,0.19,0.19,1.28,0.2,0.005,844,0
25840,1654762189,12.84,56.11,4,400,12977,19905,939.776,0.2,0.21,1.37,0.214,0.005,846,0
25842,1654762191,12.8,56.42,3,400,12976,19906,939.762,0.22,0.23,1.52,0.237,0.005,848,0
25844,1654762193,12.77,56.71,14,400,12973,19893,939.771,0.27,0.28,1.84,0.288,0.006,850,0
25846,1654762195,12.71,56.95,9,400,12977,19900,939.766,0.3,0.31,2.07,0.323,0.007,852,0
25848,1654762197,12.71,57.15,13,400,12979,19906,939.769,0.33,0.35,2.29,0.358,0.008,854,0
25850,1654762199,12.67,57.35,14,400,12979,19901,939.764,0.34,0.35,2.32,0.361,0.008,856,0
25852,1654762201,12.63,57.51,10,400,12979,19905,939.755,0.33,0.34,2.25,0.351,0.008,858,0
25854,1654762203,14.31,57.5,0,400,13006,19932,939.754,0.37,0.39,2.57,0.4,0.009,860,0
25856,1654762205,14.7,55.53,0,400,13006,19936,939.756,0.38,0.4,2.65,0.413,0.009,862,0
25858,1654762207,14.9,54.29,0,400,12996,19925,939.745,0.36,0.37,2.48,0.386,0.009,864,0
25860,1654762209,15.07,53.03,0,400,13001,19926,939.742,0.34,0.35,2.34,0.365,0.008,866,0
25862,1654762211,15.14,52.32,0,400,12995,19936,939.742,0.3,0.32,2.09,0.326,0.007,868,0
25864,1654762213,15.22,51.85,3,400,12995,19926,939.748,0.28,0.29,1.93,0.3,0.007,870,0
25866,1654762215,15.31,51.43,7,400,12991,19918,939.711,0.26,0.27,1.78,0.277,0.006,872,0
25868,1654762217,15.35,51.14,0,400,12994,19914,939.72,0.22,0.23,1.53,0.239,0.005,874,0
25870,1654762219,15.42,50.86,4,400,12993,19916,939.745,0.19,0.19,1.29,0.201,0.005,876,0
25872,1654762221,15.47,50.62,0,400,12999,19917,939.755,0.16,0.17,1.12,0.174,0.004,878,0
25874,1654762223,15.52,50.46,12,400,12995,19914,939.748,0.15,0.15,1.02,0.159,0.004,880,0
25876,1654762225,15.55,50.33,7,400,12994,19916,939.755,0.14,0.15,0.98,0.153,0.003,882,0
25878,1654762227,15.61,50.17,4,400,13002,19919,939.766,0.13,0.14,0.93,0.144,0.003,884,0
25880,1654762229,15.62,50.06,4,400,13002,19920,939.77,0.14,0.14,0.95,0.148,0.003,886,0
25882,1654762231,13.94,50.16,43,400,12978,19888,939.748,0.15,0.15,1.02,0.159,0.004,888,0
25884,1654762233,13.63,51.42,26,400,12980,19900,939.765,0.14,0.15,0.98,0.153,0.003,890,0
25886,1654762235,13.46,52.58,27,400,12993,19906,939.756,0.15,0.15,1.01,0.158,0.004,892,0
25888,1654762237,13.34,53.59,16,400,12994,19905,939.748,0.16,0.16,1.08,0.168,0.004,894,0
25890,1654762239,13.25,54.39,28,400,12989,19902,939.771,0.15,0.16,1.03,0.161,0.004,896,0
25892,1654762241,13.18,55.0,18,400,12986,19906,939.755,0.15,0.16,1.06,0.165,0.004,898,0
25894,1654762243,13.12,55.48,7,400,12999,19917,939.765,0.15,0.16,1.05,0.163,0.004,900,0
25896,1654762245,13.08,55.95,10,400,13003,19919,939.756,0.17,0.18,1.16,0.181,0.004,902,0
25898,1654762247,13.0,56.29,15,400,12994,19909,939.767,0.18,0.19,1.23,0.191,0.004,904,0
25900,1654762249,12.98,56.56,9,400,12998,19920,939.773,0.18,0.18,1.21,0.188,0.004,906,0
25902,1654762251,12.91,56.97,11,400,12998,19912,939.78,0.15,0.15,1.02,0.159,0.004,908,0
25904,1654762253,12.88,57.22,10,400,12999,19914,939.763,0.13,0.14,0.92,0.144,0.003,910,0
25906,1654762255,12.84,57.4,5,400,12996,19911,939.752,0.14,0.14,0.95,0.148,0.003,912,0
25908,1654762257,14.15,57.65,0,400,13017,19941,939.753,0.14,0.14,0.93,0.145,0.003,914,0
25910,1654762259,14.76,56.64,0,400,13026,19950,939.765,0.12,0.13,0.85,0.133,0.003,916,0
25912,1654762261,14.97,55.21,0,400,13015,19939,939.768,0.11,0.11,0.75,0.117,0.003,918,0
25914,1654762263,15.14,54.0,0,400,13015,19944,939.759,0.1,0.1,0.69,0.107,0.002,920,0
25916,1654762265,15.24,53.1,0,400,13021,19937,939.757,0.27,0.28,1.83,0.286,0.006,922,0
25918,1654762267,15.35,52.36,3,400,13020,19934,939.751,0.3,0.32,2.09,0.326,0.007,924,0
25920,1654762269,15.44,51.82,0,400,13022,19939,939.748,0.29,0.3,2.01,0.313,0.007,926,0
25922,1654762271,15.49,51.39,3,400,13020,19934,939.757,0.26,0.27,1.82,0.284,0.006,928,0
25924,1654762273,15.58,51.05,3,400,13006,19926,939.749,0.23,0.24,1.58,0.247,0.006,930,0
25926,1654762275,15.66,50.65,0,400,13024,19932,939.753,0.18,0.19,1.26,0.197,0.004,932,0
25928,1654762277,15.69,50.46,8,400,13009,19932,939.751,0.15,0.16,1.04,0.163,0.004,934,0
25930,1654762279,15.75,50.26,2,400,13022,19938,939.763,0.19,0.2,1.33,0.208,0.005,936,0
25932,1654762281,15.76,50.1,0,400,13019,19949,939.759,0.28,0.29,1.91,0.298,0.007,938,0
25934,1654762283,15.82,49.97,7,400,13013,19925,939.755,0.31,0.32,2.12,0.33,0.007,940,0
25936,1654762285,15.86,49.89,11,400,13018,19929,939.745,0.3,0.31,2.07,0.322,0.007,942,0
25938,1654762287,14.2,49.97,33,400,12999,19906,939.749,0.27,0.29,1.89,0.295,0.007,944,0
25940,1654762289,13.86,51.28,31,400,12997,19906,939.746,0.24,0.25,1.66,0.258,0.006,946,0
25942,1654762291,13.72,52.47,24,400,12993,19909,939.742,0.21,0.22,1.46,0.228,0.005,948,0
25944,1654762293,13.56,53.43,25,400,13005,19914,939.75,0.19,0.2,1.32,0.207,0.005,950,0
25946,1654762295,13.46,54.52,18,400,13008,19911,939.762,0.17,0.17,1.15,0.179,0.004,952,0
25948,1654762297,13.38,55.07,13,400,13014,19919,939.741,0.17,0.18,1.16,0.181,0.004,954,0
25950,1654762299,13.31,55.75,17,400,13010,19924,939.741,0.16,0.16,1.09,0.17,0.004,956,0
25952,1654762301,13.24,56.08,18,400,13012,19914,939.739,0.14,0.15,0.97,0.152,0.003,958,0
25954,1654762303,13.21,56.38,14,400,13009,19923,939.744,0.12,0.13,0.84,0.131,0.003,960,0
25956,1654762305,13.17,56.59,20,400,13013,19922,939.753,0.13,0.14,0.92,0.144,0.003,962,0
25958,1654762307,13.15,56.82,7,400,13018,19924,939.761,0.14,0.14,0.93,0.145,0.003,964,0
25960,1654762309,13.12,57.02,21,400,13012,19925,939.745,0.14,0.15,0.99,0.155,0.003,966,0
25962,1654762311,13.11,57.18,9,400,13016,19923,939.746,0.14,0.14,0.95,0.149,0.003,968,0
25964,1654762313,13.08,57.31,7,400,13018,19916,939.742,0.13,0.13,0.86,0.134,0.003,970,0
25966,1654762315,14.77,57.17,0,400,13038,19951,939.755,0.12,0.12,0.8,0.125,0.003,972,0
25968,1654762317,15.12,55.78,0,400,13047,19956,939.768,0.12,0.13,0.83,0.13,0.003,974,0
25970,1654762319,15.31,54.42,0,400,13035,19940,939.754,0.13,0.13,0.87,0.135,0.003,976,0
25972,1654762321,15.44,53.41,0,400,13038,19943,939.75,0.13,0.14,0.91,0.142,0.003,978,0
25974,1654762323,15.51,52.59,3,400,13030,19946,939.756,0.15,0.15,1.03,0.16,0.004,980,0
25976,1654762325,15.62,51.97,5,400,13030,19946,939.749,0.15,0.15,1.01,0.158,0.004,982,0
25978,1654762327,15.69,51.47,6,400,13029,19940,939.763,0.13,0.14,0.93,0.145,0.003,984,0
25980,1654762329,15.77,51.12,0,400,13037,19948,939.752,0.15,0.15,1.0,0.156,0.004,986,0
25982,1654762331,15.83,50.8,16,400,13032,19942,939.746,0.15,0.16,1.05,0.164,0.004,988,0
25984,1654762333,15.9,50.54,3,400,13033,19944,939.744,0.16,0.17,1.1,0.171,0.004,990,0
25986,1654762335,15.93,50.34,0,400,13031,19940,939.736,0.16,0.16,1.07,0.167,0.004,992,0
25988,1654762337,15.97,50.18,0,400,13025,19930,939.734,0.16,0.17,1.12,0.175,0.004,994,0
25990,1654762339,15.98,50.04,12,400,13030,19940,939.742,0.17,0.18,1.18,0.184,0.004,996,0
25992,1654762341,16.04,49.9,7,400,13034,19943,939.735,0.19,0.2,1.33,0.208,0.005,998,0
25994,1654762343,14.84,49.62,36,400,13016,19914,939.744,0.22,0.23,1.52,0.236,0.005,1000,0
25996,1654762345,14.21,50.57,34,400,13012,19910,939.747,0.24,0.25,1.66,0.259,0.006,1002,0
25998,1654762347,13.98,51.87,22,400,13013,19914,939.747,0.28,0.29,1.9,0.297,0.007,1004,0
26000,1654762349,13.87,52.9,30,400,13018,19916,939.743,0.31,0.32,2.13,0.331,0.007,1006,0
26002,1654762351,13.77,53.83,13,400,13019,19927,939.751,0.3,0.32,2.09,0.326,0.007,1008,0
26004,1654762353,13.67,54.53,14,400,13023,19933,939.757,0.3,0.31,2.04,0.318,0.007,1010,0
26006,1654762355,13.62,55.1,14,400,13023,19929,939.752,0.29,0.3,1.99,0.31,0.007,1012,0
26008,1654762357,13.55,55.57,19,400,13023,19925,939.752,0.26,0.27,1.81,0.283,0.006,1014,0
26010,1654762359,13.49,55.94,18,400,13027,19926,939.751,0.26,0.27,1.76,0.275,0.006,1016,0
26012,1654762361,13.43,56.25,11,400,13030,19935,939.757,0.24,0.25,1.68,0.262,0.006,1018,0
26014,1654762363,13.4,56.5,19,400,13024,19932,939.753,0.22,0.23,1.51,0.236,0.005,1020,0
26016,1654762365,13.39,56.72,8,400,13024,19934,939.752,0.21,0.22,1.44,0.224,0.005,1022,0
26018,1654762367,13.36,56.92,12,400,13027,19931,939.75,0.24,0.25,1.64,0.255,0.006,1024,0
26020,1654762369,13.35,57.1,14,400,13028,19931,939.76,0.28,0.29,1.92,0.299,0.007,1026,0
26022,1654762371,13.35,57.23,17,400,13024,19933,939.766,0.29,0.3,1.99,0.311,0.007,1028,0
26024,1654762373,14.62,57.48,0,400,13050,19962,939.759,0.29,0.3,1.99,0.31,0.007,1030,0
26026,1654762375,15.21,56.47,0,400,13054,19962,939.754,0.3,0.31,2.08,0.325,0.007,1032,0
26028,1654762377,15.45,54.99,0,400,13045,19961,939.741,0.29,0.3,2.01,0.314,0.007,1034,0
26030,1654762379,15.59,53.84,0,400,13045,19956,939.749,0.27,0.28,1.88,0.293,0.007,1036,0
26032,1654762381,15.7,52.92,0,400,13048,19952,939.752,0.29,0.3,1.98,0.309,0.007,1038,0
26034,1654762383,15.82,52.21,10,400,13041,19949,939.75,0.32,0.33,2.17,0.338,0.008,1040,0
26036,1654762385,15.93,51.48,1,400,13045,19954,939.767,0.36,0.37,2.46,0.384,0.009,1042,0
26038,1654762387,15.97,51.1,13,400,13036,19940,939.776,0.37,0.39,2.57,0.401,0.009,1044,0
26040,1654762389,16.06,50.78,7,400,13047,19953,939.784,0.37,0.39,2.56,0.399,0.009,1046,0
26042,1654762391,16.13,50.52,11,400,13043,19937,939.775,0.37,0.39,2.58,0.402,0.009,1048,0
26044,1654762393,16.18,50.3,5,400,13038,19942,939.774,0.36,0.38,2.51,0.391,0.009,1050,0
26046,1654762395,16.21,50.08,5,400,13050,19948,939.776,0.38,0.4,2.62,0.408,0.009,1052,0
26048,1654762397,16.28,49.87,1,400,13046,19948,939.771,0.35,0.37,2.43,0.379,0.009,1054,0
26050,1654762399,16.31,49.75,9,400,13046,19945,939.776,0.37,0.38,2.52,0.392,0.009,1056,0
26052,1654762401,14.48,50.47,35,400,13023,19914,939.769,0.39,0.4,2.67,0.417,0.009,1058,0
26054,1654762403,14.25,51.76,25,400,13026,19927,939.772,0.41,0.42,2.81,0.438,0.01,1060,0
26056,1654762405,14.05,53.28,24,400,13034,19931,939.785,0.4,0.42,2.78,0.434,0.01,1062,0
26058,1654762407,13.95,54.06,15,400,13034,19925,939.793,0.38,0.4,2.64,0.412,0.009,1064,0
26060,1654762409,13.9,54.72,22,400,13031,19922,939.795,0.34,0.36,2.37,0.37,0.008,1066,0
26062,1654762411,13.8,55.4,19,400,13035,19925,939.793,0.31,0.32,2.15,0.335,0.008,1068,0
26064,1654762413,13.75,55.79,15,400,13036,19933,939.797,0.3,0.31,2.04,0.319,0.007,1070,0
26066,1654762415,13.69,56.07,17,400,13040,19932,939.803,0.3,0.31,2.06,0.321,0.007,1072,0
26068,1654762417,13.66,56.35,22,400,13033,19930,939.806,0.31,0.32,2.12,0.33,0.007,1074,0
26070,1654762419,13.65,56.69,14,400,13034,19936,939.818,0.32,0.33,2.19,0.342,0.008,1076,0
26072,1654762421,13.6,56.82,7,400,13045,19942,939.798,0.29,0.3,2.01,0.314,0.007,1078,0
26074,1654762423,13.56,56.97,8,400,13041,19935,939.797,0.26,0.27,1.77,0.276,0.006,1080,0
26076,1654762425,13.56,57.06,25,400,13041,19933,939.792,0.24,0.25,1.63,0.254,0.006,1082,0
26078,1654762427,15.28,56.97,0,400,13062,19963,939.787,0.21,0.22,1.44,0.224,0.005,1084,0
26080,1654762429,15.58,55.46,0,400,13062,19959,939.793,0.2,0.21,1.4,0.219,0.005,1086,0
26082,1654762431,15.75,54.15,0,400,13061,19961,939.795,0.22,0.22,1.49,0.232,0.005,1088,0
26084,1654762433,15.9,53.13,3,400,13055,19955,939.787,0.24,0.25,1.64,0.255,0.006,1090,0
26086,1654762435,16.03,52.33,0,400,13061,19962,939.77,0.24,0.25,1.67,0.26,0.006,1092,0
26088,1654762437,16.16,51.49,0,400,13060,19958,939.764,0.22,0.23,1.54,0.24,0.005,1094,0
26090,1654762439,16.21,51.07,4,400,13048,19957,939.757,0.21,0.22,1.43,0.222,0.005,1096,0
26092,1654762441,16.28,50.72,11,400,13050,19955,939.756,0.19,0.2,1.32,0.206,0.005,1098,0
26094,1654762443,16.33,50.47,13,400,13050,19951,939.751,0.17,0.18,1.19,0.186,0.004,1100,0
26096,1654762445,16.4,50.23,12,400,13053,19942,939.756,0.18,0.19,1.23,0.192,0.004,1102,0
26098,1654762447,16.42,49.98,12,400,13051,19954,939.754,0.18,0.19,1.26,0.196,0.004,1104,0
26100,1654762449,16.45,49.81,15,400,13055,19950,939.74,0.25,0.26,1.73,0.27,0.006,1106,0
26102,1654762451,16.52,49.71,16,400,13052,19944,939.729,0.29,0.3,1.99,0.31,0.007,1108,0
26104,1654762453,16.55,49.54,11,400,13053,19938,939.745,0.33,0.35,2.3,0.359,0.008,1110,0
26106,1654762455,14.58,50.85,28,400,13037,19925,939.745,0.32,0.33,2.22,0.346,0.008,1112,0
26108,1654762457,14.34,52.5,29,400,13038,19937,939.729,0.29,0.31,2.02,0.315,0.007,1114,0
26110,1654762459,14.24,53.43,22,400,13036,19930,939.75,0.31,0.32,2.12,0.33,0.007,1116,0
26112,1654762461,14.17,54.15,19,400,13039,19926,939.756,0.31,0.32,2.1,0.328,0.007,1118,0
26114,1654762463,14.08,54.72,35,400,13050,19939,939.757,0.35,0.36,2.41,0.375,0.008,1120,0
26116,1654762465,14.03,55.16,24,400,13043,19938,939.764,0.37,0.38,2.55,0.397,0.009,1122,0
26118,1654762467,13.97,55.56,30,400,13045,19937,939.748,0.38,0.39,2.6,0.405,0.009,1124,0
26120,1654762469,13.95,55.88,15,400,13052,19937,939.753,0.38,0.4,2.65,0.412,0.009,1126,0
26122,1654762471,13.87,56.21,11,400,13048,19936,939.755,0.35,0.37,2.43,0.38,0.009,1128,0
26124,1654762473,13.84,56.47,17,400,13055,19942,939.73,0.3,0.31,2.06,0.321,0.007,1130,0
26126,1654762475,13.83,56.66,20,400,13052,19937,939.744,0.36,0.37,2.47,0.385,0.009,1132,0
26128,1654762477,13.79,56.79,19,400,13048,19944,939.752,0.38,0.39,2.6,0.405,0.009,1134,0
26130,1654762479,15.45,56.74,0,400,13074,19976,939.759,0.35,0.36,2.4,0.375,0.008,1136,0
26132,1654762481,15.79,55.29,0,400,13065,19966,939.75,0.33,0.34,2.24,0.35,0.008,1138,0
26134,1654762483,15.97,53.95,0,400,13065,19962,939.757,0.34,0.35,2.34,0.365,0.008,1140,0
26136,1654762485,16.14,52.91,0,400,13065,19964,939.755,0.35,0.36,2.41,0.375,0.008,1142,0
26138,1654762487,16.27,51.81,12,400,13068,19957,939.742,0.37,0.39,2.55,0.398,0.009,1144,0
26140,1654762489,16.38,51.32,8,400,13060,19959,939.745,0.37,0.38,2.51,0.392,0.009,1146,0
26142,1654762491,16.47,50.69,14,400,13064,19955,939.752,0.38,0.39,2.6,0.406,0.009,1148,0
26144,1654762493,16.54,50.36,18,400,13060,19947,939.764,0.41,0.42,2.79,0.435,0.01,1150,0
26146,1654762495,16.56,50.08,8,400,13060,19957,939.775,0.41,0.43,2.84,0.443,0.01,1152,0
26148,1654762497,16.61,49.89,19,400,13059,19952,939.783,0.43,0.45,2.97,0.463,0.01,1154,0
26150,1654762499,16.66,49.68,18,400,13059,19947,939.776,0.42,0.44,2.92,0.455,0.01,1156,0
26152,1654762501,16.71,49.56,16,400,13063,19951,939.779,0.39,0.4,2.68,0.418,0.009,1158,0
26154,1654762503,16.75,49.43,17,400,13056,19945,939.793,0.38,0.4,2.63,0.41,0.009,1160,0
26156,1654762505,16.79,49.3,22,400,13056,19941,939.783,0.4,0.41,2.73,0.425,0.01,1162,0
26158,1654762507,15.14,49.49,42,400,13044,19921,939.781,0.4,0.42,2.75,0.43,0.01,1164,0
26160,1654762509,14.82,50.81,43,400,13045,19924,939.779,0.4,0.41,2.72,0.425,0.01,1166,0
26162,1654762511,14.63,51.99,38,400,13036,19920,939.794,0.37,0.38,2.53,0.394,0.009,1168,0
26164,1654762513,14.48,53.34,32,400,13048,19930,939.792,0.36,0.37,2.48,0.387,0.009,1170,0
26166,1654762515,14.35,54.25,30,400,13047,19937,939.808,0.37,0.38,2.52,0.394,0.009,1172,0
26168,1654762517,14.22,55.08,20,400,13057,19934,939.806,0.35,0.36,2.41,0.376,0.008,1174,0
26170,1654762519,14.15,55.58,25,400,13062,19944,939.78,0.29,0.3,2.02,0.314,0.007,1176,0
26172,1654762521,14.13,55.8,26,400,13053,19936,939.781,0.26,0.27,1.82,0.284,0.006,1178,0
26174,1654762523,14.1,56.03,32,400,13057,19938,939.768,0.29,0.3,2.01,0.313,0.007,1180,0
26176,1654762525,14.08,56.19,26,400,13055,19942,939.777,0.33,0.34,2.28,0.356,0.008,1182,0
26178,1654762527,14.05,56.4,32,400,13057,19938,939.783,0.35,0.36,2.38,0.371,0.008,1184,0
26180,1654762529,14.03,56.5,22,400,13056,19940,939.788,0.37,0.38,2.52,0.392,0.009,1186,0
26182,1654762531,15.73,56.34,0,400,13080,19967,939.778,0.41,0.43,2.82,0.44,0.01,1188,0
26184,1654762533,16.16,54.26,1,400,13078,19975,939.765,0.45,0.47,3.11,0.485,0.011,1190,0
26186,1654762535,16.3,53.07,10,400,13069,19963,939.775,0.52,0.54,3.58,0.559,0.013,1192,0
26188,1654762537,16.41,52.17,14,400,13070,19953,939.77,0.55,0.57,3.8,0.592,0.013,1194,0
26190,1654762539,16.52,51.45,10,400,13069,19952,939.765,0.53,0.55,3.63,0.566,0.013,1196,0
26192,1654762541,16.61,50.92,10,400,13071,19956,939.764,0.51,0.53,3.49,0.545,0.012,1198,0
26194,1654762543,16.66,50.5,18,400,13062,19943,939.744,0.49,0.51,3.38,0.527,0.012,1200,0
26196,1654762545,16.73,50.1,13,400,13070,19960,939.746,0.46,0.47,3.14,0.489,0.011,1202,0
26198,1654762547,16.79,49.83,18,400,13061,19945,939.737,0.4,0.42,2.78,0.433,0.01,1204,0
26200,1654762549,16.85,49.65,19,400,13061,19952,939.74,0.36,0.37,2.48,0.386,0.009,1206,0
26202,1654762551,16.91,49.36,11,400,13070,19955,939.752,0.36,0.38,2.5,0.39,0.009,1208,0
26204,1654762553,16.95,49.22,5,400,13074,19960,939.757,0.42,0.43,2.86,0.446,0.01,1210,0
26206,1654762555,17.0,49.09,1,400,13071,19963,939.755,0.44,0.45,3.0,0.468,0.011,1212,0
26208,1654762557,17.0,48.98,4,400,13077,19955,939.745,0.42,0.44,2.89,0.451,0.01,1214,0
26210,1654762559,15.35,49.18,32,400,13050,19931,939.75,0.41,0.43,2.84,0.443,0.01,1216,0
26212,1654762561,15.04,50.52,43,400,13046,19922,939.755,0.38,0.4,2.64,0.411,0.009,1218,0
26214,1654762563,14.87,51.74,30,400,13055,19932,939.753,0.37,0.39,2.56,0.399,0.009,1220,0
26216,1654762565,14.76,52.67,30,400,13052,19925,939.743,0.39,0.41,2.7,0.42,0.009,1222,0
26218,1654762567,14.66,53.43,27,400,13056,19937,939.728,0.39,0.4,2.66,0.414,0.009,1224,0
26220,1654762569,14.58,54.0,24,400,13061,19940,939.744,0.38,0.4,2.63,0.41,0.009,1226,0
26222,1654762571,14.49,54.48,31,400,13058,19932,939.739,0.37,0.38,2.55,0.397,0.009,1228,0
26224,1654762573,14.46,54.88,25,400,13056,19940,939.737,0.35,0.36,2.39,0.373,0.008,1230,0
26226,1654762575,14.42,55.14,31,400,13057,19947,939.739,0.34,0.35,2.35,0.366,0.008,1232,0
26228,1654762577,14.34,55.68,20,400,13059,19940,939.739,0.35,0.37,2.44,0.38,0.009,1234,0
26230,1654762579,14.29,56.01,15,400,13064,19948,939.741,0.36,0.37,2.48,0.386,0.009,1236,0
26232,1654762581,14.25,56.13,22,400,13071,19941,939.74,0.41,0.43,2.85,0.444,0.01,1238,0
26234,1654762583,15.58,56.36,0,400,13084,19966,939.74,0.49,0.51,3.37,0.525,0.012,1240,0
26236,1654762585,16.14,55.26,0,400,13085,19973,939.729,0.52,0.54,3.59,0.56,0.013,1242,0
26238,1654762587,16.38,53.82,0,400,13080,19967,939.729,0.52,0.54,3.6,0.562,0.013,1244,0
26240,1654762589,16.54,52.65,0,400,13075,19959,939.735,0.54,0.56,3.72,0.581,0.013,1246,0
26242,1654762591,16.65,51.78,14,400,13083,19958,939.714,0.57,0.59,3.91,0.61,0.014,1248,0
26244,1654762593,16.75,51.18,14,400,13076,19958,939.718,0.56,0.59,3.89,0.606,0.014,1250,0
26246,1654762595,16.86,50.57,11,400,13073,19950,939.729,0.54,0.57,3.74,0.584,0.013,1252,0
26248,1654762597,16.92,50.16,12,400,13075,19958,939.733,0.51,0.53,3.54,0.552,0.012,1254,0
26250,1654762599,16.98,49.86,1,400,13081,19965,939.714,0.49,0.51,3.37,0.525,0.012,1256,0
26252,1654762601,17.03,49.6,3,400,13080,19962,939.712,0.47,0.49,3.25,0.506,0.011,1258,0
26254,1654762603,17.06,49.39,11,400,13074,19963,939.705,0.44,0.46,3.06,0.477,0.011,1260,0
26256,1654762605,17.1,49.22,16,400,13078,19956,939.702,0.42,0.44,2.9,0.453,0.01,1262,0
26258,1654762607,17.17,48.99,11,400,13078,19958,939.71,0.43,0.45,2.95,0.46,0.01,1264,0
26260,1654762609,17.2,48.85,24,400,13075,19950,939.718,0.43,0.45,2.97,0.463,0.01,1266,0
26262,1654762611,17.27,48.74,16,400,13072,19958,939.736,0.43,0.45,2.98,0.465,0.01,1268,0
26264,1654762613,15.58,48.94,38,400,13055,19927,939.733,0.44,0.46,3.05,0.475,0.011,1270,0
26266,1654762615,15.26,50.29,42,400,13061,19930,939.718,0.47,0.49,3.21,0.501,0.011,1272,0
26268,1654762617,15.1,51.51,38,400,13061,19933,939.727,0.52,0.54,3.55,0.554,0.013,1274,0
26270,1654762619,14.99,52.46,20,400,13061,19943,939.723,0.54,0.56,3.72,0.58,0.013,1276,0
26272,1654762621,14.89,53.22,33,400,13070,19942,939.713,0.52,0.54,3.6,0.562,0.013,1278,0
26274,1654762623,14.77,53.98,26,400,13066,19940,939.71,0.5,0.52,3.44,0.536,0.012,1280,0
26276,1654762625,14.72,54.4,29,400,13071,19941,939.707,0.49,0.51,3.35,0.523,0.012,1282,0
26278,1654762627,14.68,54.74,23,400,13068,19946,939.698,0.44,0.46,3.06,0.477,0.011,1284,0
26280,1654762629,14.62,55.0,27,400,13071,19945,939.708,0.4,0.42,2.77,0.432,0.01,1286,0
26282,1654762631,14.55,55.23,29,400,13069,19944,939.707,0.39,0.41,2.72,0.424,0.01,1288,0
26284,1654762633,14.55,55.43,16,400,13070,19947,939.721,0.38,0.4,2.65,0.413,0.009,1290,0
26286,1654762635,14.51,55.65,20,400,13069,19945,939.714,0.37,0.38,2.55,0.398,0.009,1292,0
26288,1654762637,14.49,55.82,22,400,13069,19945,939.711,0.39,0.41,2.69,0.419,0.009,1294,0
26290,1654762639,15.77,56.16,0,400,13098,19975,939.714,0.4,0.41,2.74,0.427,0.01,1296,0
26292,1654762641,16.38,55.07,0,400,13105,19989,939.717,0.41,0.43,2.82,0.44,0.01,1298,0
26294,1654762643,16.59,53.69,0,400,13101,19975,939.712,0.4,0.41,2.75,0.429,0.01,1300,0
26296,1654762645,16.76,52.56,0,400,13095,19974,939.72,0.41,0.42,2.8,0.436,0.01,1302,0
26298,1654762647,16.89,51.71,0,400,13103,19984,939.728,0.43,0.44,2.94,0.459,0.01,1304,0
26300,1654762649,16.99,51.06,0,400,13093,19981,939.723,0.45,0.47,3.09,0.482,0.011,1306,0
26302,1654762651,17.07,50.57,0,400,13098,19984,939.718,0.48,0.5,3.32,0.517,0.012,1308,0
26304,1654762653,17.11,50.2,0,400,13103,19981,939.717,0.49,0.51,3.35,0.523,0.012,1310,0
26306,1654762655,17.2,49.91,1,400,13104,19984,939.717,0.47,0.49,3.25,0.507,0.011,1312,0
26308,1654762657,17.24,49.67,1,400,13098,19980,939.726,0.45,0.47,3.12,0.486,0.011,1314,0
26310,1654762659,17.3,49.51,0,400,13102,19984,939.704,0.47,0.49,3.21,0.501,0.011,1316,0
26312,1654762661,17.34,49.35,0,400,13098,19986,939.708,0.47,0.49,3.22,0.502,0.011,1318,0
26314,1654762663,17.4,49.24,0,400,13107,19997,939.721,0.49,0.51,3.4,0.53,0.012,1320,0
26316,1654762665,17.42,49.13,0,400,13100,19992,939.715,0.48,0.5,3.33,0.519,0.012,1322,0
